"audio,labels"
"birds/LEEC09__0__20170123_063000_br_min_02.wav,birds"
"birds/LEEC09__0__20170125_071500_br_min_02.wav,birds"
"birds/LEEC15__0__20161020_054500_ma_min_02.wav,birds"
"birds/LEEC15__0__20161023_063000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161024_071500_ma_min_02.wav,birds"
"birds/LEEC15__0__20161026_050000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161026_080000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161028_050000_ma_min_15.wav,birds"
"birds/LEEC15__0__20161028_080000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161102_071500_ma_min_15.wav,birds"
"birds/LEEC15__0__20161106_080000_ma_min_15.wav,birds"
"birds/LEEC15__0__20161107_050000_ma_min_15.wav,birds"
"birds/LEEC15__0__20161110_063000_ma_min_15.wav,birds"
"birds/LEEC15__0__20161111_050000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161112_080000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161113_063000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161114_054500_ma_min_15.wav,birds"
"birds/LEEC15__0__20161115_080000_ma_min_02.wav,birds"
"birds/LEEC15__0__20161122_054500_aa_min_15.wav,birds"
"birds/LEEC15__0__20161123_054500_aa_min_15.wav,birds"
"birds/LEEC15__0__20161127_054500_aa_min_02.wav,birds"
"birds/LEEC15__0__20161127_080000_aa_min_02.wav,birds"
"birds/LEEC15__0__20161129_071500_aa_min_02.wav,birds"
"birds/LEEC15__0__20161130_054500_aa_min_02.wav,birds"
"birds/LEEC15__0__20161201_050000_aa_min_02.wav,birds"
"birds/LEEC15__0__20161205_054500_aa_min_02.wav,birds"
"birds/LEEC15__0__20161211_063000_aa_min_15.wav,birds"
"birds/LEEC15__0__20161214_054500_aa_min_02.wav,birds"
"birds/LEEC15__0__20161220_071500_aa_min_02.wav,birds"
"birds/LEEC15__0__20161222_071500_aa_min_02.wav,birds"
"birds/LEEC15__0__20170117_054500_br_min_15.wav,birds"
"birds/LEEC15__0__20170120_071500_br_min_15.wav,birds"
"birds/LEEC15__0__20170124_050000_br_min_15.wav,birds"
"birds/LEEC18__0__20161020_080000_ma_min_02.wav,birds"
"birds/LEEC18__0__20161020_080000_ma_min_15.wav,birds"
"birds/LEEC18__0__20161022_054500_ma_min_15.wav,birds"
"birds/LEEC18__0__20161022_071500_ma_min_15.wav,birds"
"birds/LEEC18__0__20161108_071500_ma_min_02.wav,birds"
"birds/LEEC18__0__20161111_050000_ma_min_02.wav,birds"
"birds/LEEC18__0__20161111_050000_ma_min_15.wav,birds"
"birds/LEEC18__0__20161112_071500_ma_min_15.wav,birds"
"birds/LEEC18__0__20161118_050000_ma_min_02.wav,birds"
"birds/LEEC18__0__20161123_071500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161129_054500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161201_080000_aa_min_02.wav,birds"
"birds/LEEC18__0__20161202_071500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161203_063000_aa_min_15.wav,birds"
"birds/LEEC18__0__20161205_071500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161206_063000_aa_min_02.wav,birds"
"birds/LEEC18__0__20161207_080000_aa_min_02.wav,birds"
"birds/LEEC18__0__20161209_054500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161209_054500_aa_min_15.wav,birds"
"birds/LEEC18__0__20161209_080000_aa_min_15.wav,birds"
"birds/LEEC18__0__20161213_071500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161215_054500_aa_min_15.wav,birds"
"birds/LEEC18__0__20161216_050000_aa_min_15.wav,birds"
"birds/LEEC18__0__20161216_054500_aa_min_15.wav,birds"
"birds/LEEC18__0__20161216_071500_aa_min_15.wav,birds"
"birds/LEEC18__0__20161218_054500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161218_080000_aa_min_15.wav,birds"
"birds/LEEC18__0__20161220_054500_aa_min_02.wav,birds"
"birds/LEEC18__0__20161230_054500_br_min_02.wav,birds"
"birds/LEEC18__0__20170101_054500_br_min_15.wav,birds"
"birds/LEEC18__0__20170108_071500_br_min_02.wav,birds"
"birds/LEEC18__0__20170108_071500_br_min_15.wav,birds"
"birds/LEEC18__0__20170108_080000_br_min_15.wav,birds"
"birds/LEEC18__0__20170113_071500_br_min_15.wav,birds"
"birds/LEEC18__0__20170114_050000_br_min_02.wav,birds"
"birds/LEEC18__0__20170114_071500_br_min_15.wav,birds"
"birds/LEEC18__0__20170119_071500_br_min_02.wav,birds"
"birds/LEEC21__0__20161021_071500_ma_min_02.wav,birds"
"birds/LEEC21__0__20161022_050000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161022_054500_ma_min_15.wav,birds"
"birds/LEEC21__0__20161022_063000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161022_080000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161022_080000_ma_min_15.wav,birds"
"birds/LEEC21__0__20161024_063000_ma_min_15.wav,birds"
"birds/LEEC21__0__20161028_050000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161030_063000_ma_min_15.wav,birds"
"birds/LEEC21__0__20161031_080000_ma_min_15.wav,birds"
"birds/LEEC21__0__20161107_071500_ma_min_02.wav,birds"
"birds/LEEC21__0__20161110_080000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161111_063000_ma_min_15.wav,birds"
"birds/LEEC21__0__20161112_054500_ma_min_15.wav,birds"
"birds/LEEC21__0__20161112_071500_ma_min_02.wav,birds"
"birds/LEEC21__0__20161116_063000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161117_080000_ma_min_15.wav,birds"
"birds/LEEC21__0__20161118_063000_ma_min_02.wav,birds"
"birds/LEEC21__0__20161122_071500_aa_min_02.wav,birds"
"birds/LEEC21__0__20161123_080000_aa_min_02.wav,birds"
"birds/LEEC21__0__20161124_054500_aa_min_02.wav,birds"
"birds/LEEC21__0__20161126_071500_aa_min_02.wav,birds"
"birds/LEEC21__0__20161201_063000_aa_min_15.wav,birds"
"birds/LEEC21__0__20161202_080000_aa_min_02.wav,birds"
"birds/LEEC21__0__20161210_063000_aa_min_15.wav,birds"
"birds/LEEC21__0__20161214_063000_aa_min_02.wav,birds"
"birds/LEEC21__0__20161217_054500_aa_min_02.wav,birds"
"birds/LEEC21__0__20161219_050000_aa_min_15.wav,birds"
"birds/LEEC21__0__20170101_071500_br_min_15.wav,birds"
"birds/LEEC21__0__20170102_063000_br_min_02.wav,birds"
"birds/LEEC21__0__20170105_050000_br_min_02.wav,birds"
"birds/LEEC21__0__20170114_063000_br_min_02.wav,birds"
"birds/LEEC21__0__20170114_063000_br_min_15.wav,birds"
"birds/LEEC21__0__20170115_080000_br_min_02.wav,birds"
"birds/LEEC21__0__20170116_063000_br_min_15.wav,birds"
"birds/LEEC21__0__20170117_054500_br_min_02.wav,birds"
"birds/LEEC21__0__20170119_080000_br_min_15.wav,birds"
"birds/LEEC21__0__20170121_063000_br_min_02.wav,birds"
"birds/LEEC21__0__20170121_080000_br_min_15.wav,birds"
"birds/LEEC21__0__20170122_050000_br_min_15.wav,birds"
"birds/LEEC21__0__20170123_054500_br_min_15.wav,birds"
"birds/LEEC21__0__20170124_071500_br_min_02.wav,birds"
"birds/LEEC21__0__20170125_063000_br_min_02.wav,birds"
"birds/LEEC21__0__20170125_071500_br_min_15.wav,birds"
"birds/LEEC21__0__20170128_054500_br_min_15.wav,birds"
"birds/LEEC23__0__20161020_071500_ma_min_02.wav,birds"
"birds/LEEC23__0__20161107_050000_ma_min_02.wav,birds"
"birds/LEEC23__0__20161109_063000_ma_min_02.wav,birds"
"birds/LEEC23__0__20161111_071500_ma_min_15.wav,birds"
"birds/LEEC23__0__20161113_080000_ma_min_02.wav,birds"
"birds/LEEC23__0__20161114_050000_ma_min_15.wav,birds"
"birds/LEEC23__0__20161114_063000_ma_min_02.wav,birds"
"birds/LEEC23__0__20161115_080000_ma_min_15.wav,birds"
"birds/LEEC23__0__20161117_050000_ma_min_02.wav,birds"
"birds/LEEC23__0__20161119_063000_ma_min_02.wav,birds"
"birds/LEEC23__0__20161122_063000_aa_min_15.wav,birds"
"birds/LEEC23__0__20161123_050000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161124_054500_aa_min_02.wav,birds"
"birds/LEEC23__0__20161124_080000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161125_050000_aa_min_15.wav,birds"
"birds/LEEC23__0__20161130_080000_aa_min_15.wav,birds"
"birds/LEEC23__0__20161205_080000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161207_050000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161207_063000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161208_054500_aa_min_02.wav,birds"
"birds/LEEC23__0__20161217_050000_aa_min_15.wav,birds"
"birds/LEEC23__0__20161217_080000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161219_054500_aa_min_02.wav,birds"
"birds/LEEC23__0__20161219_071500_aa_min_02.wav,birds"
"birds/LEEC23__0__20161219_071500_aa_min_15.wav,birds"
"birds/LEEC23__0__20161219_080000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161222_050000_aa_min_02.wav,birds"
"birds/LEEC23__0__20161222_050000_aa_min_15.wav,birds"
"birds/LEEC23__0__20161230_050000_br_min_02.wav,birds"
"birds/LEEC23__0__20170109_054500_br_min_02.wav,birds"
"birds/LEEC23__0__20170110_054500_br_min_15.wav,birds"
"birds/LEEC23__0__20170117_050000_br_min_15.wav,birds"
"birds/LEEC23__0__20170117_063000_br_min_02.wav,birds"
"birds/LEEC23__0__20170118_080000_br_min_02.wav,birds"
"birds/LEEC23__0__20170122_080000_br_min_02.wav,birds"
"birds/LEEC23__0__20170125_071500_br_min_02.wav,birds"
"birds/LEEC24__0__20161020_071500_ma_min_02.wav,birds"
"birds/LEEC24__0__20161023_054500_ma_min_02.wav,birds"
"birds/LEEC24__0__20161023_054500_ma_min_15.wav,birds"
"birds/LEEC24__0__20161023_063000_ma_min_02.wav,birds"
"birds/LEEC24__0__20161025_063000_ma_min_02.wav,birds"
"birds/LEEC24__0__20161028_063000_ma_min_15.wav,birds"
"birds/LEEC24__0__20161031_063000_ma_min_15.wav,birds"
"birds/LEEC24__0__20161101_063000_ma_min_15.wav,birds"
"birds/LEEC24__0__20161120_050000_aa_min_02.wav,birds"
"birds/LEEC24__0__20161122_071500_aa_min_02.wav,birds"
"birds/LEEC24__0__20161124_071500_aa_min_15.wav,birds"
"birds/LEEC24__0__20161124_080000_aa_min_15.wav,birds"
"birds/LEEC24__0__20161125_080000_aa_min_15.wav,birds"
"birds/LEEC24__0__20161127_050000_aa_min_15.wav,birds"
"birds/LEEC24__0__20161130_071500_aa_min_15.wav,birds"
"birds/LEEC24__0__20161205_063000_aa_min_02.wav,birds"
"birds/LEEC24__0__20161219_071500_aa_min_15.wav,birds"
"birds/LEEC24__0__20161220_071500_aa_min_02.wav,birds"
"birds/LEEC24__0__20161229_080000_br_min_02.wav,birds"
"birds/LEEC24__0__20161230_063000_br_min_15.wav,birds"
"birds/LEEC24__0__20170102_054500_br_min_02.wav,birds"
"birds/LEEC24__0__20170108_063000_br_min_15.wav,birds"
"birds/LEEC24__0__20170109_050000_br_min_15.wav,birds"
"birds/LEEC24__0__20170109_063000_br_min_15.wav,birds"
"birds/LEEC24__0__20170113_071500_br_min_02.wav,birds"
"birds/LEEC24__0__20170115_063000_br_min_02.wav,birds"
"birds/LEEC24__0__20170116_050000_br_min_02.wav,birds"
"birds/LEEC24__0__20170117_050000_br_min_15.wav,birds"
"birds/LEEC24__0__20170117_054500_br_min_15.wav,birds"
"birds/LEEC24__0__20170118_080000_br_min_02.wav,birds"
"birds/LEEC24__0__20170120_054500_br_min_02.wav,birds"
"birds/LEEC24__0__20170120_071500_br_min_15.wav,birds"
"birds/LEEC24__0__20170123_063000_br_min_15.wav,birds"
"birds/LEEC24__0__20170123_080000_br_min_02.wav,birds"
"birds/LEEC24__0__20170125_063000_br_min_15.wav,birds"
"birds/LEEC24__0__20170126_080000_br_min_02.wav,birds"
"birds/LEEC26__0__20161020_080000_ma_min_02.wav,birds"
"birds/LEEC26__0__20161022_054500_ma_min_02.wav,birds"
"birds/LEEC26__0__20161023_050000_ma_min_15.wav,birds"
"birds/LEEC26__0__20161023_054500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161025_054500_ma_min_02.wav,birds"
"birds/LEEC26__0__20161027_054500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161029_071500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161030_063000_ma_min_15.wav,birds"
"birds/LEEC26__0__20161031_071500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161103_063000_ma_min_15.wav,birds"
"birds/LEEC26__0__20161105_071500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161106_054500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161110_054500_ma_min_02.wav,birds"
"birds/LEEC26__0__20161113_063000_ma_min_02.wav,birds"
"birds/LEEC26__0__20161116_071500_ma_min_15.wav,birds"
"birds/LEEC26__0__20161117_050000_ma_min_15.wav,birds"
"birds/LEEC26__0__20161118_050000_ma_min_02.wav,birds"
"birds/LEEC26__0__20161118_050000_ma_min_15.wav,birds"
"birds/LEEC26__0__20161118_063000_ma_min_02.wav,birds"
"birds/LEEC26__0__20161121_054500_ma_min_02.wav,birds"
"birds/LEEC26__0__20161121_080000_ma_min_15.wav,birds"
"birds/LEEC26__0__20161206_054500_aa_min_15.wav,birds"
"birds/LEEC26__0__20161209_054500_aa_min_15.wav,birds"
"birds/LEEC26__0__20161212_054500_aa_min_02.wav,birds"
"birds/LEEC26__0__20161227_080000_aa_min_02.wav,birds"
"birds/LEEC26__0__20161231_063000_br_min_02.wav,birds"
"birds/LEEC26__0__20170101_054500_br_min_02.wav,birds"
"birds/LEEC26__0__20170101_054500_br_min_15.wav,birds"
"birds/LEEC26__0__20170109_071500_br_min_02.wav,birds"
"birds/LEEC26__0__20170109_071500_br_min_15.wav,birds"
"birds/LEEC26__0__20170111_050000_br_min_02.wav,birds"
"birds/LEEC26__0__20170117_080000_br_min_15.wav,birds"
"birds/LEEC26__0__20170119_063000_br_min_02.wav,birds"
"birds/LEEC26__0__20170120_071500_br_min_02.wav,birds"
"birds/LEEC33__0__20161021_050000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161025_080000_ma_min_15.wav,birds"
"birds/LEEC33__0__20161026_050000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161026_071500_ma_min_15.wav,birds"
"birds/LEEC33__0__20161026_080000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161030_063000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161101_054500_ma_min_02.wav,birds"
"birds/LEEC33__0__20161104_063000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161108_050000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161109_050000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161110_080000_ma_min_15.wav,birds"
"birds/LEEC33__0__20161112_050000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161113_054500_ma_min_15.wav,birds"
"birds/LEEC33__0__20161114_050000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161114_054500_ma_min_02.wav,birds"
"birds/LEEC33__0__20161115_050000_ma_min_15.wav,birds"
"birds/LEEC33__0__20161115_054500_ma_min_15.wav,birds"
"birds/LEEC33__0__20161115_063000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161116_080000_ma_min_02.wav,birds"
"birds/LEEC33__0__20161120_050000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161121_054500_aa_min_15.wav,birds"
"birds/LEEC33__0__20161122_063000_aa_min_02.wav,birds"
"birds/LEEC33__0__20161123_054500_aa_min_15.wav,birds"
"birds/LEEC33__0__20161128_071500_aa_min_02.wav,birds"
"birds/LEEC33__0__20161201_071500_aa_min_15.wav,birds"
"birds/LEEC33__0__20161201_080000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161202_054500_aa_min_02.wav,birds"
"birds/LEEC33__0__20161204_063000_aa_min_02.wav,birds"
"birds/LEEC33__0__20161205_050000_aa_min_02.wav,birds"
"birds/LEEC33__0__20161206_050000_aa_min_02.wav,birds"
"birds/LEEC33__0__20161206_080000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161208_071500_aa_min_02.wav,birds"
"birds/LEEC33__0__20161212_080000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161213_063000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161216_054500_aa_min_02.wav,birds"
"birds/LEEC33__0__20161216_054500_aa_min_15.wav,birds"
"birds/LEEC33__0__20161218_063000_aa_min_02.wav,birds"
"birds/LEEC33__0__20161219_063000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161219_080000_aa_min_15.wav,birds"
"birds/LEEC33__0__20161221_071500_aa_min_02.wav,birds"
"birds/LEEC33__0__20170102_050000_br_min_15.wav,birds"
"birds/LEEC33__0__20170103_071500_br_min_15.wav,birds"
"birds/LEEC33__0__20170106_080000_br_min_02.wav,birds"
"birds/LEEC33__0__20170108_063000_br_min_15.wav,birds"
"birds/LEEC33__0__20170111_054500_br_min_15.wav,birds"
"birds/LEEC33__0__20170112_071500_br_min_15.wav,birds"
"birds/LEEC33__0__20170113_071500_br_min_02.wav,birds"
"birds/LEEC33__0__20170118_050000_br_min_15.wav,birds"
"birds/LEEC33__0__20170121_071500_br_min_02.wav,birds"
"birds/LEEC33__0__20170124_050000_br_min_02.wav,birds"
"birds/LEEC33__0__20170124_063000_br_min_02.wav,birds"
"birds/LEEC36__0__20161020_063000_ma_min_02.wav,birds"
"birds/LEEC36__0__20161020_080000_ma_min_15.wav,birds"
"birds/LEEC36__0__20161022_063000_ma_min_02.wav,birds"
"birds/LEEC36__0__20161025_071500_ma_min_02.wav,birds"
"birds/LEEC36__0__20161027_080000_ma_min_15.wav,birds"
"birds/LEEC36__0__20161028_080000_ma_min_15.wav,birds"
"birds/LEEC36__0__20161029_071500_ma_min_15.wav,birds"
"birds/LEEC36__0__20161030_080000_ma_min_02.wav,birds"
"birds/LEEC36__0__20161103_050000_ma_min_15.wav,birds"
"birds/LEEC36__0__20161113_054500_ma_min_15.wav,birds"
"birds/LEEC36__0__20161115_063000_ma_min_15.wav,birds"
"birds/LEEC36__0__20161115_080000_ma_min_02.wav,birds"
"birds/LEEC36__0__20161116_050000_ma_min_15.wav,birds"
"birds/LEEC36__0__20161117_054500_ma_min_02.wav,birds"
"birds/LEEC36__0__20161118_080000_ma_min_02.wav,birds"
"birds/LEEC36__0__20161121_050000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161123_063000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161124_050000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161125_063000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161125_080000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161128_050000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161130_050000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161203_063000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161205_050000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161206_054500_aa_min_02.wav,birds"
"birds/LEEC36__0__20161207_063000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161211_080000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161213_050000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161213_071500_aa_min_15.wav,birds"
"birds/LEEC36__0__20161214_063000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161216_071500_aa_min_15.wav,birds"
"birds/LEEC36__0__20161217_063000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161218_071500_aa_min_02.wav,birds"
"birds/LEEC36__0__20161219_080000_aa_min_15.wav,birds"
"birds/LEEC36__0__20161220_080000_aa_min_02.wav,birds"
"birds/LEEC36__0__20161231_050000_br_min_02.wav,birds"
"birds/LEEC36__0__20170102_080000_br_min_15.wav,birds"
"birds/LEEC36__0__20170108_050000_br_min_02.wav,birds"
"birds/LEEC36__0__20170110_063000_br_min_15.wav,birds"
"birds/LEEC36__0__20170110_071500_br_min_02.wav,birds"
"birds/LEEC36__0__20170115_050000_br_min_02.wav,birds"
"birds/LEEC36__0__20170119_050000_br_min_15.wav,birds"
"birds/LEEC36__0__20170121_054500_br_min_02.wav,birds"
"birds/LEEC36__0__20170124_071500_br_min_02.wav,birds"
"birds/LEEC37__0__20161019_080000_ma_min_02.wav,birds"
"birds/LEEC37__0__20161021_054500_ma_min_15.wav,birds"
"birds/LEEC37__0__20161023_054500_ma_min_15.wav,birds"
"birds/LEEC37__0__20161026_071500_ma_min_15.wav,birds"
"birds/LEEC37__0__20161027_071500_ma_min_02.wav,birds"
"birds/LEEC37__0__20161028_080000_ma_min_15.wav,birds"
"birds/LEEC37__0__20161105_063000_ma_min_02.wav,birds"
"birds/LEEC37__0__20161105_071500_ma_min_15.wav,birds"
"birds/LEEC37__0__20161107_054500_ma_min_02.wav,birds"
"birds/LEEC37__0__20161109_063000_ma_min_15.wav,birds"
"birds/LEEC37__0__20161110_080000_ma_min_15.wav,birds"
"birds/LEEC37__0__20161113_063000_ma_min_02.wav,birds"
"birds/LEEC37__0__20161113_063000_ma_min_15.wav,birds"
"birds/LEEC37__0__20161114_050000_ma_min_02.wav,birds"
"birds/LEEC37__0__20161114_071500_ma_min_15.wav,birds"
"birds/LEEC37__0__20161116_050000_ma_min_15.wav,birds"
"birds/LEEC37__0__20161118_050000_ma_min_15.wav,birds"
"birds/LEEC37__0__20161120_050000_aa_min_02.wav,birds"
"birds/LEEC37__0__20161122_063000_aa_min_02.wav,birds"
"birds/LEEC37__0__20161122_071500_aa_min_15.wav,birds"
"birds/LEEC37__0__20161122_080000_aa_min_15.wav,birds"
"birds/LEEC37__0__20161128_054500_aa_min_02.wav,birds"
"birds/LEEC37__0__20161204_054500_aa_min_02.wav,birds"
"birds/LEEC37__0__20161204_071500_aa_min_15.wav,birds"
"birds/LEEC37__0__20161205_071500_aa_min_15.wav,birds"
"birds/LEEC40__0__20161019_063000_ma_min_15.wav,birds"
"birds/LEEC40__0__20161020_063000_ma_min_02.wav,birds"
"birds/LEEC40__0__20161020_063000_ma_min_15.wav,birds"
"birds/LEEC40__0__20161023_071500_ma_min_02.wav,birds"
"birds/LEEC40__0__20161030_054500_ma_min_02.wav,birds"
"birds/LEEC40__0__20161031_050000_ma_min_15.wav,birds"
"birds/LEEC40__0__20161103_071500_ma_min_02.wav,birds"
"birds/LEEC40__0__20161105_063000_ma_min_02.wav,birds"
"birds/LEEC40__0__20161107_063000_ma_min_15.wav,birds"
"birds/LEEC40__0__20161108_080000_ma_min_02.wav,birds"
"birds/LEEC40__0__20161109_063000_ma_min_02.wav,birds"
"birds/LEEC40__0__20161110_054500_ma_min_02.wav,birds"
"birds/LEEC40__0__20161112_071500_ma_min_02.wav,birds"
"birds/LEEC40__0__20161115_063000_ma_min_02.wav,birds"
"birds/LEEC40__0__20161116_050000_ma_min_02.wav,birds"
"birds/LEEC40__0__20161116_050000_ma_min_15.wav,birds"
"birds/LEEC40__0__20161122_063000_aa_min_02.wav,birds"
"birds/LEEC40__0__20161123_050000_aa_min_02.wav,birds"
"birds/LEEC40__0__20161126_080000_aa_min_15.wav,birds"
"birds/LEEC40__0__20161128_063000_aa_min_15.wav,birds"
"birds/LEEC40__0__20161129_050000_aa_min_02.wav,birds"
"birds/LEEC40__0__20161129_071500_aa_min_02.wav,birds"
"birds/LEEC40__0__20161129_071500_aa_min_15.wav,birds"
"birds/LEEC40__0__20161201_071500_aa_min_02.wav,birds"
"birds/LEEC40__0__20161210_050000_aa_min_02.wav,birds"
"birds/LEEC40__0__20161211_071500_aa_min_02.wav,birds"
"birds/LEEC40__0__20161212_080000_aa_min_15.wav,birds"
"birds/LEEC40__0__20161220_050000_aa_min_02.wav,birds"
"birds/LEEC40__0__20161221_050000_aa_min_02.wav,birds"
"birds/LEEC40__0__20161221_063000_aa_min_02.wav,birds"
"birds/LEEC40__0__20170101_080000_br_min_02.wav,birds"
"birds/LEEC40__0__20170102_071500_br_min_02.wav,birds"
"birds/LEEC40__0__20170104_054500_br_min_15.wav,birds"
"birds/LEEC40__0__20170104_063000_br_min_15.wav,birds"
"birds/LEEC40__0__20170105_050000_br_min_15.wav,birds"
"birds/LEEC40__0__20170106_071500_br_min_15.wav,birds"
"birds/LEEC40__0__20170108_054500_br_min_02.wav,birds"
"birds/LEEC40__0__20170111_050000_br_min_02.wav,birds"
"birds/LEEC40__0__20170114_054500_br_min_15.wav,birds"
"birds/LEEC40__0__20170115_050000_br_min_02.wav,birds"
"birds/LEEC40__0__20170117_050000_br_min_15.wav,birds"
"birds/LEEC40__0__20170120_050000_br_min_02.wav,birds"
"birds/LEEC40__0__20170123_080000_br_min_15.wav,birds"
"birds/LEEC40__0__20170124_054500_br_min_02.wav,birds"
"birds/LEEC40__0__20170124_071500_br_min_02.wav,birds"
"birds/LEEC41__0__20161020_071500_ma_min_02.wav,birds"
"birds/LEEC41__0__20161021_071500_ma_min_02.wav,birds"
"birds/LEEC41__0__20161025_080000_ma_min_02.wav,birds"
"birds/LEEC41__0__20161029_080000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161031_063000_ma_min_02.wav,birds"
"birds/LEEC41__0__20161031_071500_ma_min_15.wav,birds"
"birds/LEEC41__0__20161101_063000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161101_071500_ma_min_15.wav,birds"
"birds/LEEC41__0__20161102_050000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161102_071500_ma_min_15.wav,birds"
"birds/LEEC41__0__20161102_080000_ma_min_02.wav,birds"
"birds/LEEC41__0__20161104_054500_ma_min_02.wav,birds"
"birds/LEEC41__0__20161105_063000_ma_min_02.wav,birds"
"birds/LEEC41__0__20161108_063000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161110_050000_ma_min_02.wav,birds"
"birds/LEEC41__0__20161113_050000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161113_054500_ma_min_15.wav,birds"
"birds/LEEC41__0__20161114_063000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161116_054500_ma_min_15.wav,birds"
"birds/LEEC41__0__20161116_080000_ma_min_15.wav,birds"
"birds/LEEC41__0__20161121_050000_aa_min_02.wav,birds"
"birds/LEEC41__0__20161122_063000_aa_min_15.wav,birds"
"birds/LEEC41__0__20161129_063000_aa_min_02.wav,birds"
"birds/LEEC41__0__20161201_080000_aa_min_02.wav,birds"
"birds/LEEC41__0__20161202_054500_aa_min_15.wav,birds"
"birds/LEEC41__0__20161202_063000_aa_min_15.wav,birds"
"birds/LEEC41__0__20161205_054500_aa_min_15.wav,birds"
"birds/LEEC41__0__20161206_071500_aa_min_02.wav,birds"
"birds/LEEC41__0__20161209_063000_aa_min_15.wav,birds"
"birds/LEEC41__0__20161211_054500_aa_min_15.wav,birds"
"birds/LEEC41__0__20161213_054500_aa_min_02.wav,birds"
"birds/LEEC41__0__20161213_063000_aa_min_02.wav,birds"
"birds/LEEC41__0__20161215_071500_aa_min_15.wav,birds"
"birds/LEEC41__0__20161215_080000_aa_min_15.wav,birds"
"birds/LEEC41__0__20161216_080000_aa_min_15.wav,birds"
"birds/LEEC41__0__20161218_071500_aa_min_02.wav,birds"
"birds/LEEC41__0__20161220_054500_aa_min_02.wav,birds"
"birds/LEEC41__0__20161221_063000_aa_min_02.wav,birds"
"birds/LEEC41__0__20170102_050000_br_min_02.wav,birds"
"birds/LEEC41__0__20170105_063000_br_min_15.wav,birds"
"birds/LEEC41__0__20170108_071500_br_min_15.wav,birds"
